102.182 45.655 18 
104.113 46.1726 18 
104.113 46.1726 22 
102.182 45.655 22 

102.182 45.655 18 
102.699 47.5868 18 
102.699 47.5868 22 
102.182 45.655 22 

102.182 45.655 18 
100.767 47.0691 18 
100.767 47.0691 22 
102.182 45.655 22 

102.182 45.655 18 
100.25 45.1373 18 
100.25 45.1373 22 
102.182 45.655 22 

102.182 45.655 18 
101.664 43.7232 18 
101.664 43.7232 22 
102.182 45.655 22 

102.182 45.655 18 
103.596 44.2408 18 
103.596 44.2408 22 
102.182 45.655 22 

102.182 45.655 18 
104.113 46.1726 18 
104.113 46.1726 22 
102.182 45.655 22 

