99.4455 53.1725 18 
101.258 54.0177 18 
101.258 54.0177 22 
99.4455 53.1725 22 

99.4455 53.1725 18 
99.6198 55.1648 18 
99.6198 55.1648 22 
99.4455 53.1725 22 

99.4455 53.1725 18 
97.8072 54.3196 18 
97.8072 54.3196 22 
99.4455 53.1725 22 

99.4455 53.1725 18 
97.6329 52.3273 18 
97.6329 52.3273 22 
99.4455 53.1725 22 

99.4455 53.1725 18 
99.2712 51.1802 18 
99.2712 51.1802 22 
99.4455 53.1725 22 

99.4455 53.1725 18 
101.084 52.0254 18 
101.084 52.0254 22 
99.4455 53.1725 22 

99.4455 53.1725 18 
101.258 54.0177 18 
101.258 54.0177 22 
99.4455 53.1725 22 

