5 -4 4
6.36808 -7.75877 4
6.36808 -7.75877 6
5 -4 6

5 -4 4
8.93914 -4.69463 4
8.93914 -4.69463 6
5 -4 6

5 -4 4
7.57105 -0.935857 4
7.57105 -0.935857 6
5 -4 6

5 -4 4
3.63192 -0.24123 4
3.63192 -0.24123 6
5 -4 6

5 -4 4
1.06086 -3.30537 4
1.06086 -3.30537 6
5 -4 6

5 -4 4
2.42895 -7.06414 4
2.42895 -7.06414 6
5 -4 6

5 -4 4
6.36808 -7.75877 4
6.36808 -7.75877 6
5 -4 6

